Unnamed: 0,post_text,label,split
12825, davidcayj realdonaldtrump joe no socks didn t hear back on question regarding phil amp andy knowing about your pr https t . co mm qlne eo,0,train
16059, highzyl . . . . private server . . . . . with brazilian dudes . . . . . are . are you cheating on me . ,0,train
18841,user knoxfamily https t . co idwojhhpmi,0,train
12950, onlinemagazin teamtrumpaz from under a rock . . . . . . . . . . . not of this world ! https t . co imwbqqozdw,0,train
11892, realdonaldtrump you hide the truth time and time again just consider your outrageous decision to not disclose your tax returns . ,0,train
16392,rt chaldeaprince azfarovski aus on ice,0,train
10311,rt mikotosvoh . vine dick wally birdflash https t . co aqbgxlsrz,0,train
17508,spot the tune https t . co hccf omem,0,train
18097,user goodwillenterpries https t . co j dvvfybve,0,train
18616,chattanooga moving companies https t . co exdfyq dnk,0,train
13966,"i wish harry potter was real , i wanna be a wizard so bad",0,train
13729, gt aleph nods at you . ,0,train
14234,"rt auria idk ima see i ain t coming , never was coming , never considered it , never gave it a second thought , only remembered cause yo ",0,train
14076, fayeqhaque but yeah i hope they increase his role and importance in the next one,0,train
18927,lowery chiropractic https t . co lxuhf qva,0,train
15152,me mr sugusugu . so cute ! friend that s my dad s name . he passed away last year from an accident . me oh . ,0,train
17494,new years res hit kg and not be a fat cunt,0,train
13417,donald trump and morning joe made https t . co vvwkbimd k that was rusian type ploy ! they still work drt and msnbc ! trumps dupes ! ! ! ,0,train
19650,"between the choice of two evils , i always pick the one i ve never tried before . mae west",0,train
15376, ahmdariff hananyxnyx i think what nani means is graphics card gt processor gt ssd space,0,train
13650,"i want satan to come into my millennium and smash a megiddo ark over my head , killing me instantly",0,train
16252, meifan not sex toys god,0,train
19767,"i have never killed a man , but i have read many obituaries with great pleasure . clarence darrow",0,train
17756, maddytran who won ? ,0,train
19893,"miksch s law if a string has one end , then it has another end . ",0,train
18664,user omnibeats https t . co qsgw qie,0,train
19703, we don t care . we don t have to . we re the phone company . ,0,train
11477, cameronhoodkin i love you,0,train
13536," gt aleph , having finished off his own enemies , walks over to you . ",0,train
18040, mostrequestlive onairromeo mostrequestedlive please play idontwannaliveforever by zayn and taylor,0,train
15641, marijuanx i m sweet . isnt that sugary enough . ,0,train
19585,kill a watt electrical https t . co vdibs clkk,0,train
14708,"by longest , i of course mean only",0,train
10170,"rt otshelnitsa i love interesting faces , sketch min . wildpipm https t . co s gqm sgyo",0,train
17873, mostrequestlive onairromeo i don t wanna live forever by zaynmalik and taylorswift mostrequestedlive,0,train
18360,user hvacrepairnaperville https t . co b srok po,0,train
14517, battlafield he stole that name from iron man smh,0,train
13179, alexckaufman huffingtonpost just one more lying skunk ! ! ! ! ! ! https t . co xchwce u,0,train
11019,hey so why is the people album such garbage jw apple,0,train
12260, bigvarick bannerite naacp ldf rolandsmartin convoluted shit comment ! https t . co zbsfdxqfe,0,train
10543, pondandrory nah i was at work but i might live tweet in a bit when i watch,0,train
10629,rt baneandlewis matt and harry playing games at the new years eve party . via daniebb ig stories https t . co qtw dufowe,0,train
16117,cant . unhear . ,0,train
10218,"rt ksitetv when kj came into the room , it was so clear to us sarahsowitty on kj apa s riverdale casting . tca ",0,train
13589, gt you enter the messian church . hp low . alignment chaos . mara summoned . gt you are forcibly removed from the messian church . ,0,train
14136, humaidmistry no it s a really dumb way i got hurt trust,0,train
14042,rt paigebrittany when someone brings up my instagram pic in person but they didn t like it on the gram lmao https t . co datvov z ,0,train
11431,rt candicekp it s just a stressful time of year guys . happy holidays ! https t . co ivtioyrtre,0,train
17197,rt hshtg breakfree do not judge . be kind . gopayt dreamteamyong https t . co zkdo bnsd,0,train
11633,stop messing around in the middle east realdonaldtrump . think before you speak for once in your life . you re suc https t . co zzez qb x ,0,train
16279, nocturnaltapir wait i misread that . tang mana nya dia look japanese to you,0,train
18940,space coast credit union cocoa beach https t . co ezteqp t o https t . co fr cinpayi,0,train
18749,northwoods pediatric center https t . co mjt yal do,0,train
14493,"rt manicoolin keep the fake love , i ve felt it before . ",0,train
15324,rt rpgsite mac owners will be glad to pay for hours to play pc games using geforce now . you guys pay twice as much for everything ,0,train
13166, speakerryan it will be nice to see this unidentified gop work for anything since you haven t done anything for o https t . co tms woi sp,0,train
10255,i think about this photoshoot a lot https t . co gzyokubvho,0,train
18522,user businessattorneycoronado https t . co gqlwlmekre,0,train
16925,rt bhieqow fivereasonstofollow yong,0,train
19232,travel smart smpc https t . co ewkmnuxjyc,0,train
14280, okhan me next time ,0,train
18212,user asealia france https t . co hkffhgvahn,0,train
15517, unbaliable what are you implying . ,0,train
16553,but no . being able to easily detach yourself from someone is a bad thing . its a sign of weakness . an escapism from the reality of it . ,0,train
17549, calcalhughes teach people to swim ,0,train
11805," si peterking nothing against the browns , but i was hoping they would tie my lions record of . misery loves company . ",0,train
17995, now nowzayn my enemy,0,train
18832,property and spain https t . co q fe c m o,0,train
15556, kelibatbangsat lightsaber swing across the neck ,0,train
11262,"i miss scira so bad , , , , , https t . co e lu blqo ",0,train
12506,that s just up the road from jeff sessions home ! ! ! and marsha blackburn lives nearby ! wonder why they coming ? ? https t . co gmwt zjtu,0,train
11716,"the packers are already begging for penalties . just play the game , pussies ! snf . https t . co zzqhcfep r",0,train
15406,meh . sleeping is a waste of time honestly . ,0,train
17878," mostrequestlive please onairromeo , play i don t wanna live forever by zayn amp taylor swift on mostrequestedlive",0,train
11726," emmanuelcallaha have a great time on your cruise ! ! ! a cruise is a great vacation . love you , son . ",0,train
19607,orbit brokers and forwarders inc https t . co dh ovv rno,0,train
15667,is . . . is that an albino sausage ? https t . co ysoghk mt ,0,train
13598,you re the one from my dream ! i see . you must be whom stephen spoke of . ,0,train
19941,nobody can be as agreeable as an uninvited guest . ,0,train
18871,hey yuuki thanks for the follow ! ,0,train
14682,rt dog rates this is nollie . she s waving at you . if you don t wave back you re a monster . she s also portable as hell . https t . c ,0,train
13069, antoniaquestpho thank god he still has his servants in america ! ! ! ! evangelicals had voting for trump ! thanks y https t . co cvb kih ,0,train
12104,"rt hamillhimself when someone you love becomes a memory , that memory becomes a treasure trying to move forward amp failing badly . . . kenn ",0,train
17121,rt asniatamao you don t need to plan just go for it and let the things happen . yong paytforluckysun,0,train
17569,hahahaha just told my branchmsnget . you give me one hoon on you misses and she s mine,0,train
13400,the worst thing about washington s swamp is that it s entirely in washington https t . co iz qli o via slate,0,train
10853,rt younggwhite people s spirits are high amp a lot of people have a new drive entering a new year which can be life changing . everything is ,0,train
12584, thehill my most important question ? ? ? ? in years who will run america ? https t . co x it wq ,0,train
16400,for love or for money . ,0,train
15400,rt vnndrws i m not like you . i don t just want to be good . i want to be the best . i want to be amazing . ,0,train
13476,aleph dabbed ! ,0,train
19647,it is a miracle that curiosity survives formal education . albert einstein,0,train
17996, now nowzayn truth,0,train
15038,rt zafirazafrin is that you azfarovski https t . co qrff rszee,0,train
14940,proper way of pronouncing dissidia final fantasy https t . co bchikatsbp,0,train
17611,san diego should ve been gave up the chargers . . i ve been downtown multiple times during chargers games and don t see fans in jerseys,0,train
16162,quick sketchy . twt seni https t . co bukot fu c,0,train
11139,"rt cw riverdale the deeper you go , the darker the secrets . riverdale premieres january on the cw ! https t . co kwhkyrfcnb",0,train
16274,rt gagtweets i need a big dog in my life . https t . co rinloxwduz,0,train
13993,"don t let houston fool you , it s supposed to go back to degrees on tuesday lmaoo",0,train
18245,user sam https t . co teptygcaz,0,train
10610, lydiamcrtins you haven t gone to the bathroom since last year . . . . . wow . . . . . ,0,train
15577, shiinsuke jdt pipul eat spicy food like its freshwater . i dont sweat when i eat spicy things . ,0,train
18399,user derrick wilks https t . co il kkwahm,0,train
13339, thebotanophile jasonmillerindc realdonaldtrump he s not the president ! china knows that ! a th grader know that ! you know that ! stupid ! ,0,train
18371,garth ormesher https t . co fasbkcx uz,0,train
11314,i would die for jace herondale,0,train
14877,"don t get too close , i m cold . ",0,train
12685, abc putin amp assxxxx will be copied from trumps office ! https t . co e wfirj np,0,train
18676,nurture life https t . co iideyi y c,0,train
19778,there s no future in time travel,0,train
12787, cnnpolitics hick preacher in the foot steps of jesus to sell books ! waged yr unchristian crusade against obama ! https t . co cgljt rkw,0,train
13375, usafortrump look at all the economic numbers er ! you are so far wrong it s pathetic ! ! ! ! you re pathetic ! ! ! ! https t . co xsvizgszas,0,train
14488,"rt celtics boston sweeps its game road trip w a win in indiana ! thomas finished w pts , asts amp turnovers . horford had ",0,train
17579,rt enricake rick ross grunt ,0,train
15909, muhdraffiqq meyrabyha sure mate . do remind me . currently having my final exams . where did you get the robes omg . i have so many questions,0,train
16408, meetthebatman you can drive right ? marry me,0,train
13559,i want louis to step on me,0,train
17104,im sorry im not good enough yong paytforluckysun,0,train
14470,rt khristen man its a new year new me me on january st https t . co r aybke,0,train
17443, calcalhughes might have to wack twenty on it . when s the final ? ,0,train
19619,matts mountain ny united states https t . co zwku wdlm,0,train
11597,rt politics pr retweet if you think realdonaldtrump should share his tax returns with us before he officially takes office on jan . th ,0,train
15844, farmifahmi oh my god . how are these compared to ub ? in terms of durability and quality ? ,0,train
10013,how does kat do thsi,0,train
15854," farmifahmi i found the link to sabertrio . i do want to try ub but the hilts are so huge ! and thankyou so much , man . ",0,train
19742,to criticize the incompetent is easy it is more difficult to criticize the competent . ,0,train
12964,"he lost the state vote ! ! ! that s what counts in the good old usa , america ! ! ! ! ! ! https t . co papqow agj",0,train
12459," mmfa fascinating , scary amp insightful . . . . . . . . . . . . . . . . . . . . . . . . . . https t . co lsycm l rc",0,train
17525,rt gavburl about to touch a sting ray . . . i should punch it though just to let it know steve irwin still got shooters out here . https t . c ,0,train
11415, adclaidekanes legitimately don t think i could ve gone another shift without a day off,0,train
19205,professional ice dam removal https t . co axgg lzuru,0,train
15443,remind me to tell you this one funny story of a girl crying in school later,0,train
17593,fuck humans are good cunts . people get out of an emergency vehicles way so fucking fast with minimal regard for their own vehicle,0,train
14732, trevorcobb i already miss you and it s only tuesday,0,train
16786,this . https t . co t avufvet,0,train
13336," foxnews senatorsessions is the movement a putin creation ? or is it like you know , a john c . calhoun program ? does https t . co da sfbrbrh",0,train
18840,knox family law specialist https t . co hmyeenotl,0,train
15466,"i am with the force , the force is with me . https t . co o zqpjdnoj",0,train
12283," faithfullove foxnews sin against america amp sin against mankind , humanity ! ",0,train
14975," vnndrws no no . tie me up and strangle me , daddy . ",0,train
16625, bainilah oh wow . never realized this but blue would make an excellent colour kan ? ,0,train
15032,"oh my bad . piss off as in scram , not literally getting pissed off at me . ",0,train
10317," lydiamcrtins but yeah sam got u , that s lincoln , he s the best grounder",0,train
15153, friend gives me email with his full name me replies awww thats so cute . i didnt know your last name was suguma . can i call you that ? ,0,train
10309,rt mikotosvoh . vine artemis dick traught https t . co b psaesfqm,0,train
13554,hanged man entered nirvana just by being touched by aleph . ,0,train
19072,riverdayspa https t . co dbfp rdy,0,train
15776, faizalavi c is damn sweet right ? haha,0,train
16024,aiyo . my english has deteriorated to the point where i overlooked the word intend as intent . thats it . delete thread . ,0,train
19967,a fanatic is a person who can t change his mind and won t change the subject . winston churchill,0,train
10477,i m quoting as to not ruin ur thread but i legit thought some of this was tw discourse for a moment https t . co ve gmtkuni,0,train
19102,nick towing https t . co vahfh wql ,0,train
15779, madreeve but it glows . in the dark,0,train
19271,imedic minneapolis https t . co hcfush stx,0,train
10327, amy santiagos oh my god ? ? ? ? ? and they picked . . . emilia over her . . . . wow no offense but . . . . why . . . . ,0,train
13006, realdonaldtrump with lies you dip stick ! ! ! ! ! https t . co pnimpx dhq,0,train
13419," senatorsessions a disciple of john c . calhoun , you will embarrass yourself soon enough since you live in the https t . co bfujhvwmf ",0,train
19961,it is much easier to suggest solutions when you know nothing about the problem . ,0,train
19472,"pure fire is now following me on twitter ! thank you pure fire ! say hello anytime , i am a https t . co evfvmhzqhj https t . co hoovniaadr",0,train
13615, gt aleph was thrown outside the center ! ,0,train
12128,"rt ktla comet p to near earth on new year s eve , will be visible in sky https t . co an wi oqws https t . co os vns a",0,train
12364,sean hannity serves joe scarborough a hot cup of morning ohhhhhhh https t . co f ca pczjw via slate,0,train
15232, ashrafariff can your watch be used to hit people ? ,0,train
19373,the institute of digital design https t . co wi ber s,0,train
19275,user tonyalbott https t . co gtrvszvnjh,0,train
14981,there s a grammatical error in that last tweet . but ok . ,0,train
18456,"ivan spasic is now following me on twitter ! thank you ivan spasic ! say hello anytime , i am https t . co aec mqq https t . co sbuff acyo",0,train
18662,archbishop molloy high school https t . co ram u atv ,0,train
18444,user africanmoonadventures https t . co vpfl captn,0,train
13323," crooksandliars potus those that do this will have to live with it , hurting our country ! those that don t call the https t . co dw r rrqm",0,train
14674,i toadally need to sleep before anymore terrible jokes . ,0,train
19852,you will gain money by an immoral action . ,0,train
15295, pastenial thats what i said to him too . ,0,train
16567, meetthebatman you re just lonely and hollow and needed a purpose in life . ,0,train
11667," cernovich yes , president obama brought back racial hatred . so many white people hated him just because he s black . asshole . ",0,train
15686,you know what s frustrating ? my cousin his makcik refusing to accept the fact that the kid should be sent to a doctor for checkup . ,0,train
17328,rt yongpilipinas paytpaytpayt for his dream . wearepayting foryong,0,train
10972,ok why is katie with her cat actually me,0,train
15219,rt copycatlily azfarovski gudetama ! it s such an inappropriate show . makes me see eggs differently . ,0,train
15336, afafzulfaa thankyou ! ,0,train
14137, humaidmistry i hurt my neck lmaooo,0,train
15723,"rt wmali azfarovski i ll steal the lightsaber , and piss on your dead body gt ",0,train
18372,user garage door repair monterey park https t . co gc jzu pa,0,train
14794,oh wow https t . co gnfcir rz,0,train
18615,itech xpress https t . co yifxedegfy,0,train
11750,rt lolgop reminder trump is the biggest popular vote loser ever elected in modern american history . https t . co vhwggoyyvz,0,train
15828, ahmdariff cant . i m impatient with assemblies . ,0,train
17992, now nowzayn i feel it coming,0,train
18506,sarah mcneill zink is now following me on twitter ! thank you sarah mcneill zink ! say h https t . co occui ohe https t . co evsojniusl,0,train
18948,user james y https t . co f su jeyk,0,train
17340,rt syongshai bea viel new tl na pla wearepayting foryong,0,train
12229," danscavino realdonaldtrump preibus lied , so clear , obvious a coordinated cover up taking place ! we all know about c https t . co icz cf n ",0,train
17967,i m voting pillowtalk for bestmusicvideo at the iheartawards zaynmalik climb on board,0,train
14177," therealstkhan tumblrjournai exactly , i d rather be heartbroken than hungry",0,train
18569,nagaraya cracker nuts https t . co t nkaizib https t . co leflu nwdo,0,train
15666,sorry if me drawing pretty girls instead of your face bothers you . cowie anad nad . https t . co mxco yibit,0,train
15855, farmifahmi do you have a link for the sabertrio ? i do like saberforge but takut nak commit sebab ive seen bad reviews of them . ,0,train
12155," hipster safari trust me , i feel the same ",0,train
11823," theericaash merry christmas to you too , lovely lady . ",0,train
13713,aleph dabbed ! ,0,train
10031,this is . . . astounding https t . co h vq lbsw ,0,train
13197, realdonaldtrump fox provided you with more than hc spent you dip stick ! ! ! https t . co zbcem ddo ,0,train
14684, madywurt you re really living life rn,0,train
12428,does trump treat press media with respect ? ? ? ? ? ? ? ? https t . co f i scocx,0,train
11506,rt ajenglish save aleppo . save humanity . residents of east aleppo are giving their final messages to the world . https t . co hzd vwp wc,0,train
14405, yousufhanif photo creds ,0,train
13576,i will pray for your safety and success . be careful . ,0,train
10929,"rt bizekes happy hanukkah to my jewish followers , i hope u all have a great day",0,train
14964,me i want a sugar parent . sugar parent contacts me me wtf . ,0,train
15634, farumuru oh yes adik . oh yes,0,train
14825,the odds of being an albino . thats what . ,0,train
18025, mostrequestlive jaymacradio onairromeo giphy mostrequestedlive idontwannaliveforever by zayn and taylor,0,train
16995,rt dlpixiescebuofc party party party . tuesyong tilltheend,0,train
10197," adclaidekanes also blink , meghan trainor and the chainsmokers omg",0,train
14257, daniel akhtar what about baethoven ,0,train
12960, nbcnews msnbc smarter than you ! he has turned you from a fool running for president to a fool running to make ru https t . co qp hbhwdox,0,train
16695, dannychoo how do you even share on twitter . ,0,train
12087, chris villain that makes sense . i ll try to keep that in mind,0,train
11275," naesheims this is about chris , henrik , matt , dom , henry and definitely others",0,train
14868, syazwanshahrul grandaddy affff,0,train
15174,rt azfarovski satan texting me at in the morning to ask me if i wanna buy a weapon . what is this life . https t . co won euekuk,0,train
10654,keep it https t . co jnneeyxmta,0,train
10374," lydiamcrtins ig just let me know if u got any thoughts or questions about it , , , we re still on for tuesday tho right",0,train
13081, jamarnet peppermint the trump train some one hired them unemployment rate . up sack of rocks https t . co hzmely q g,0,train
13938," zaman azhar okhan no he s not omar s dad , he s someone else s ",0,train
18230,user helionne https t . co h te f or,0,train
16329,"sebab dia cakap without a proper diet amp the right workout routine , i will never achieve the body that i want so yeah . ",0,train
11520,"you lying piece of crap ! always fucking with the truth ! this is why people can t trust you and dislike you bigly , https t . co bj uxrnp o",0,train
11220, tylergposey i love u and hope ur staying warm,0,train
10182,rt patricknathan hollywood isn t a bubble . it s a nexus of people from all over the world coming together to make art . white rural americ ,0,train
10114,a bomb wne t off ? ? ? ,0,train
11639,"i want compassion and empathy , so i give it . ",0,train
17143,rt nhursheena bea viel aziz five amilinasdiya datujoe approve bhe yongkissreturnonpbb,0,train
19303,user avondryerventcleaners https t . co nxdrdgzmqy,0,train
11659," joenbc you re right , joe . i agree with you . you are wrong a lot . ",0,train
16601, lucydiangkasa morbidly obese man . hehu . ,0,train
12314, million americans should threaten to not pay taxes https t . co xzwyjlzx v,0,train
18191,user arocothing https t . co jat qtlaou,0,train
10015, adclaidekanes followed closely by the studying scene where she shows him she s using his system ok dont me at all for any reaos n,0,train
13491, gt aleph glances at you while fighting off the enemies surrounding him . ,0,train
16135, artz far ! pandai kan nama tu . so cool . art azfar . artzfar . at first i wanted azfarts but then it sounded inap https t . co jmanq q tj,0,train
10349,"rt vicentefoxque trump may ask whoever he wants , but still neither myself nor mexico are going to pay for his racist monument . another pr ",0,train
16631,"wishlist to work at a fast food restaurant and when someone says saya nak isi ayam satu , i will throw a whole chicken at them . ",0,train
11253,rt pansexualbell you lost your dad girl i know how that feels . . . . . . . . i lost my mom tryna deal with that still . . . . . . https t . co rqqmwsku ,0,train
12257, royblunt i live in st . louis ! many dish customers watch rt ! it s a full fledged propaganda mill ! and you didn t kn https t . co v kzddjved,0,train
10403,rt howtogetawayabc congratulations to the exceptionally talented and well deserved violadavis for receiving her hollywood walkoffame st ,0,train
14662,"a year old on chopped junior just said when i grow up and become a rocket scientist . . . and , like , what am i doing with my life ? ? ? ",0,train
15091, tobelaissecret r u blaming me on dis,0,train
13944, farrukhgbaloch now thats something i d like,0,train
17655,td td almost pick in the first five minutes of the second half . smh . ,0,train
14366, yashparikh it s just a song ,0,train
12733," morning joe zbig joe spent most of his show repeating the trump line on russian hacking ! propaganda downing cia , f https t . co njxbwxz ad",0,train
16183,its hard for me to explain it . you know they re gone . but sometimes you re just like i wonder what you re currently up to . ,0,train
10215,rt amy santiagos adelaide better be cast in a show soon ,0,train
13954,sometimes i care too much smh,0,train
17744, maddytran katejennz killed me . was driving in traffic listening on npr . he s really leaving . i can t . obamafarewell,0,train
10580,shadowhunters is back tomorrow yall https t . co mhedxva lg,0,train
14455,rt patriots goat on the loose . nyjvsne https t . co k c wxg,0,train
10623,girlfriend ! ! ! ! thats so cute ! ! ! ! https t . co p jyhabf,0,train
10071,rt candicekp tears . thank you mr . president ! potus obamafarewell,0,train
13710,yhvh is a cool guy and a reliable friend . ,0,train
14212,even the bags under my eyes have bags under them . . . i have bags under my eyes,0,train
14146,"rt fiirtationship when u hear a killer downstairs but ur broke , single , failing classes , ugly and just hate life all together https t . c ",0,train
19406,ashleys pastry shop https t . co tkukogz z ,0,train
10357,this was in my video recs on yt . goodbye https t . co sb nutwvnx,0,train
13525,i will pray for your safety and success . be careful . ,0,train
15937,checked . turns out the company only consists of people . the husband and the wife . both quit their jobs to build lightsabers together . ,0,train
18416,user poolfilter https t . co r ashwcx ,0,train
13075," salon my be the dumbest , most evil , sorry repulsive man on the planet or maybe competing with trump ! break out tho https t . co b yymerqjt",0,train
15788, syazwanshahrul i know rightttt omg,0,train
14229,rt sheaserrano when the three little text bubbles come up for a second but then they disappear https t . co d uyaloljl,0,train
15063,"ultrasabers too big , saberforge too fiddly , vaders vault are awesome but out of stock , what else is there . learns how to tie a noose ",0,train
14913, chahsudah hmmm . itulah . jarang proofread your own tweets ni tend to cause alot of mistakes . ,0,train
11337, cameronhoodkin come have pizza w me,0,train
18865,assembleeprovincialekinshasa . cd https t . co tcz edpnb ,0,train
16375, chaldeaprince azam lain . this one is taller than me,0,train
15126,me what colour do you think would look nice on me if i dyed my hair ? hairdresser this suits you very much . points at bright neon blue ,0,train
13255," thinkprogress so it goes big time ! ! ! but where does it end ? a lair , crook and evil ! https t . co gvc p ecib",0,train
19863,if only one could get that wonderful feeling of accomplishment without having to accomplish anything . ,0,train
10495,rt toddzer yes i can confirm a new sexuality is going to be represented in a waitforit patience shadowhunters a https t . co bykw ,0,train
12387,the record president obama on social progress and equality https t . co gpncfl xl via youtube,0,train
11653,"rt bakari sellers since monday realdonaldtrump has lied about intelligence mtg , the great wall of mexico , iran deal , and russia . not sma ",0,train
11471,rt mtvteenwolf the best ever https t . co d l osmen,0,train
17574,actually nah . listening to the east atlanta santas album for the first time . i ll just kick back and enjoy,0,train
17941,sdd zayn com cabelo de marshmallow zayn for best video pillowtalk bestmusicvideo iheartawards https t . co jenekggr e,0,train
19938,"a lot of people i know believe in positive thinking , and so do i . i believe everything positively stinks . lew col",0,train
16757,i like to buy movie tickets where the seat next to me is just one person empty . hoping that a cute person sits on it . ,0,train
16988,rt yongph keep it cool tuesyong tilltheend,0,train
12138, chris villain hugs thank you ! things have been rough so i needed that . you re so sweet ! it means a lot . ,0,train
16449, meifan thank god mines not asian grade . i think,0,train
18890,talk https t . co z rz a m https t . co y vyupmq ,0,train
19066,user blowengg com https t . co ygxgcsmt v,0,train
19537,hey sigmond duggen thanks for the follow ! ,0,train
13858,"rt sportscenter brodie be ballin . westbrook records his th triple double of the season , matching his total from the campaign . ",0,train
14984, marijuanx . . . . you just turned . . . . ,0,train
17039, datujoe yongph nasa tao lng yan . . its not about the culture gopaytwin yong,0,train
10464, cameronhoodkin honestly it sounds stupid but i genuinely feel like mbti types are a good way to feel people out bu t,0,train
11741, stephe couldn t believe don king was up there with realdonaldtrump either . he s probably got his hand out for some cash from the donald . ,0,train
16195, wmali ohh . thanks for this . i need to investigate it further . also . lama tak online kamu,0,train
11911, reagangomez i was in a psychiatric hospital for a month . herman kiefer hospital in detroit . it s been a long life . ,0,train
19843,tuesday is the wednesday of the rest of your life . ,0,train
18058,dustandclean https t . co afmli a yq,0,train
15097,"nah . its easier to hang out with people who share a common interest with you , no ? ",0,train
19401,california college san diego national city https t . co vt hqjnay ,0,train
14236, yasu shaikh kal ho na ho straight up,0,train
17139,coldmorning middle east yong paytforluckysun,0,train
12875, joenbc the problem with covering this up ? ? there s record months long of the propaganda spewed by j amp m ! ! i m a d https t . co rcmygmmxfq,0,train
19829,"the average woman would rather have beauty than brains , because the average man can see better than he can think . ",0,train
10378, cameronhoodkin dovecameron wait i just saw this dove make our dreams come true,0,train
16859,dont underestimate us . paytforyourdreams yong,0,train
14670, trevorcobb i listened to the instrumental version and it was ,0,train
19255,interpreters https t . co zjrint jp,0,train
13017, speakerryan housegop every time you refer to my president as failing you pronounce your stupidity in a loud vo https t . co ufpanpgirl,0,train
18560,drury tires https t . co fmhc uo j ,0,train
18442,tuck chiropractic clinic roanoke https t . co qyeelbuonn,0,train
11482, lydiamcrtins no that s legit for like . all the cords for apple on their website agdjhdjaja and i couldn t find them in store so yeah,0,train
15127,"i m obsessed with ks , send help . ",0,train
16463,"rt fauxarab the queen is muslim , mashallah https t . co vk ujfawx",0,train
12911," wsjsolomon is your source trump , joe scarborough or putin ? ? ? https t . co pk rxocw",0,train
